grid,laps,constructor,countryTemp,raceId
8,69,"Red Bull",18.6,932
7,69,"Force India",18.6,932
10,69,"Force India",18.6,932
18,0,"Red Bull",18.6,948
9,57,"Force India",18.6,948
20,16,"Haas F1 Team",18.6,948
22,17,"Manor Marussia",18.6,948
4,21,"Ferrari",18.6,948
15,38,"Sauber",18.6,948
11,16,"McLaren",18.6,948
14,57,"Renault",18.6,948
5,57,"Toro Rosso",18.6,948
7,57,"Toro Rosso",18.6,948
16,57,"Williams",18.6,948
10,57,"Force India",18.6,948
19,57,"Haas F1 Team",18.6,948
6,57,"Williams",18.6,948
8,57,"Red Bull",18.6,948
3,57,"Ferrari",18.6,948
1,57,"Mercedes",18.6,948
2,57,"Mercedes",18.6,948
13,57,"Renault",18.6,948
14,68,"Haas F1 Team",18.6,954
21,68,"Sauber",18.6,954
22,68,"Renault",18.6,954
17,68,"Manor Marussia",18.6,954
13,68,"Haas F1 Team",18.6,954
19,68,"Manor Marussia",18.6,954
8,35,"Williams",18.6,954
16,16,"Renault",18.6,954
12,9,"McLaren",18.6,954
18,68,"Sauber",18.6,954
15,69,"Toro Rosso",18.6,954
11,69,"Force India",18.6,954
10,69,"McLaren",18.6,954
9,69,"Force India",18.6,954
20,69,"Toro Rosso",18.6,954
12,50,"McLaren",18.6,969
17,46,"Haas F1 Team",18.6,969
0,25,"Red Bull",18.6,969
14,21,"Sauber",18.6,969
6,13,"Haas F1 Team",18.6,969
20,40,"Williams",18.6,969
19,15,"Renault",18.6,969
1,57,"Mercedes",18.6,969
3,57,"Mercedes",18.6,969
4,57,"Ferrari",18.6,969
2,57,"Ferrari",18.6,969
7,57,"Williams",18.6,969
5,57,"Red Bull",18.6,969
19,69,"Sauber",18.6,975
16,69,"McLaren",18.6,975
20,68,"Sauber",18.6,975
12,66,"McLaren",18.6,975
18,69,"Haas F1 Team",18.6,975
5,10,"Red Bull",18.6,975
7,0,"Williams",18.6,975
13,0,"Toro Rosso",18.6,975
11,54,"Toro Rosso",18.6,975
15,69,"Renault",18.6,975
17,69,"Williams",18.6,975
14,69,"Haas F1 Team",18.6,975
14,58,"Force India",18.6,989
17,5,"Sauber",18.6,989
20,13,"Toro Rosso",18.6,989
5,22,"Haas F1 Team",18.6,989
6,24,"Haas F1 Team",18.6,989
16,57,"Toro Rosso",18.6,989
13,58,"Williams",18.6,989
18,58,"Sauber",18.6,989
12,58,"Force India",18.6,989
19,4,"Williams",18.6,989
11,58,"McLaren",18.6,989
3,58,"Ferrari",18.6,989
1,58,"Mercedes",18.6,989
2,58,"Ferrari",18.6,989
8,58,"Red Bull",18.6,989
9,58,"Renault",18.6,989
4,58,"Red Bull",18.6,989
7,58,"Renault",18.6,989
15,58,"Mercedes",18.6,989
10,58,"McLaren",18.6,989
11,67,"Haas F1 Team",18.6,995
10,67,"Force India",18.6,995
19,66,"Sauber",18.6,995
15,66,"McLaren",18.6,995
17,0,"Williams",18.6,995
14,40,"McLaren",18.6,995
12,0,"Toro Rosso",18.6,995
20,67,"Haas F1 Team",18.6,995
18,66,"Williams",18.6,995
16,67,"Toro Rosso",18.6,995
1,68,"Ferrari",18.6,995
8,67,"Force India",18.6,995
2,68,"Mercedes",18.6,995
3,68,"Red Bull",18.6,995
6,68,"Red Bull",18.6,995
13,67,"Sauber",18.6,995
5,68,"Ferrari",18.6,995
7,67,"Renault",18.6,995
9,67,"Renault",18.6,995
4,68,"Mercedes",18.6,995
8,57,"McLaren",18.6,1010
12,28,"Renault",18.6,1010
6,29,"Haas F1 Team",18.6,1010
14,57,"Alfa Romeo",18.6,1010
13,57,"Toro Rosso",18.6,1010
10,57,"Racing Point",18.6,1010
17,57,"Red Bull",18.6,1010
18,9,"McLaren",18.6,1010
16,57,"Racing Point",18.6,1010
2,58,"Mercedes",18.6,1010
1,58,"Mercedes",18.6,1010
4,58,"Red Bull",18.6,1010
3,58,"Ferrari",18.6,1010
15,57,"Toro Rosso",18.6,1010
7,58,"Haas F1 Team",18.6,1010
11,57,"Renault",18.6,1010
9,57,"Alfa Romeo",18.6,1010
5,58,"Ferrari",18.6,1010
11,69,"McLaren",18.6,1016
13,59,"Toro Rosso",18.6,1016
19,67,"Williams",18.6,1016
0,68,"Haas F1 Team",18.6,1016
18,68,"Williams",18.6,1016
16,69,"Alfa Romeo",18.6,1016
14,69,"Haas F1 Team",18.6,1016
12,69,"Alfa Romeo",18.6,1016
15,69,"Racing Point",18.6,1016
8,8,"McLaren",18.6,1016
10,69,"Toro Rosso",18.6,1016
5,69,"Red Bull",18.6,1016
7,69,"Renault",18.6,1016
4,69,"Renault",18.6,1016
17,69,"Racing Point",18.6,1016
