raceId,driverId,stop,lap,time,duration,milliseconds,totalStops
918,"821","1","7","17:16:39","23.128","23128","2"
918,"813","1","7","17:16:42","21.998","21998","1"
932,"20","1","7","14:12:45","27.241","27241","2"
937,"817","1","7","14:20:39","22.637","22637","1"
945,"807","1","7","17:16:20","22.045","22045","2"
945,"832","1","7","17:16:24","25.307","25307","2"
949,"13","1","7","18:15:20","24.093","24093","2"
953,"825","1","7","14:15:27","25.583","25583","4"
955,"13","1","7","17:17:02","19.445","19445","2"
955,"831","1","7","17:17:13","20.670","20670","2"
957,"1","1","7","13:18:15","30.343","30343","2"
957,"3","1","7","13:18:22","29.395","29395","2"
957,"830","1","7","13:18:23","31.995","31995","2"
957,"815","1","7","13:18:27","29.475","29475","2"
957,"831","1","7","13:18:46","30.981","30981","2"
957,"828","1","7","13:18:48","35.393","35393","2"
958,"18","1","7","14:14:06","22.229","22229","3"
959,"826","1","7","14:13:06","23.243","23243","3"
959,"831","1","7","14:13:07","29.865","29865","3"
960,"822","1","7","14:18:36","22.190","22190","3"
960,"821","1","7","14:18:38","23.486","23486","3"
967,"825","1","7","14:24:31","24.986","24986","4"
968,"1","1","7","17:16:01","22.600","22600","2"
968,"8","1","7","17:16:05","21.959","21959","2"
968,"4","1","7","17:16:19","22.428","22428","2"
968,"835","1","7","17:16:27","24.781","24781","3"
968,"831","1","7","17:16:34","23.272","23272","2"
994,"845","1","7","15:22:13","31.810","31810","3"
1004,"840","1","7","14:25:54","29.266","29266","1"
1009,"1","1","7","17:29:33","21.283","21283","1"
1009,"844","1","7","17:29:43","21.828","21828","1"
1009,"154","1","7","17:29:48","22.354","22354","1"
1012,"826","1","7","14:25:49","17.257","17257","3"
1012,"841","1","7","14:25:51","25.184","25184","2"
1013,"825","1","7","16:26:55","20.118","20118","2"
1013,"841","1","7","16:27:02","20.776","20776","1"
1016,"842","1","7","14:22:11","23.485","23485","1"
1017,"841","1","7","15:25:01","30.842","30842","2"
1020,"840","1","7","15:32:46","22.696","22696","5"
1020,"847","1","7","15:32:56","20.718","20718","5"
1020,"9","1","7","15:33:00","23.801","23801","5"
1023,"154","1","7","15:23:54","26.481","26481","2"
1035,"842","1","7","14:24:09","28.356","28356","2"
1035,"841","1","7","14:24:23","27.892","27892","2"
1039,"848","1","7","15:28:39","17.591","17591","5"
1039,"840","1","7","15:28:41","17.625","17625","3"
1039,"817","1","7","15:28:42","17.464","17464","5"
1039,"815","1","7","15:28:44","17.531","17531","5"
1039,"846","1","7","15:28:45","17.845","17845","5"
1039,"826","1","7","15:28:47","17.522","17522","5"
1039,"839","1","7","15:28:49","17.455","17455","1"
1039,"847","1","7","15:28:49","18.399","18399","5"
1039,"154","1","7","15:28:53","24.781","24781","5"
1039,"822","1","7","15:28:34","17.560","17560","5"
1039,"1","1","7","15:28:37","17.536","17536","5"
1039,"844","1","7","15:28:38","17.516","17516","5"
1041,"848","1","7","14:24:20","23.562","23562","1"
1044,"822","1","7","13:27:48","23.398","23398","2"
1057,"4","1","7","16:16:54","20.168","20168","4"
1057,"846","1","7","16:16:56","20.533","20533","3"
1069,"4","1","7","14:16:03","23.576","23576","3"
1071,"830","1","7","14:12:32","17.916","17916","4"
1071,"815","1","7","14:12:34","18.308","18308","5"
1071,"1","1","7","14:12:37","17.910","17910","4"
1071,"822","1","7","14:12:38","17.899","17899","4"
1071,"844","1","7","14:12:40","17.943","17943","4"
1071,"832","1","7","14:12:42","18.460","18460","4"
1071,"20","1","7","14:12:43","18.107","18107","4"
1071,"842","1","7","14:12:45","19.439","19439","4"
1071,"839","1","7","14:12:46","19.285","19285","3"
1071,"817","1","7","14:12:47","19.732","19732","3"
1071,"4","1","7","14:12:52","17.751","17751","3"
1071,"840","1","7","14:12:53","17.948","17948","3"
1071,"841","1","7","14:12:55","17.713","17713","4"
1071,"853","1","7","14:12:56","17.995","17995","3"
1071,"854","1","7","14:12:57","17.861","17861","5"
1071,"849","1","7","14:12:59","18.153","18153","4"
1071,"8","1","7","14:13:01","18.327","18327","4"
902,"18","1","17","18:33:25","24.476","24476","2"
903,"1","1","17","15:33:31","22.968","22968","2"
903,"825","1","17","15:34:28","23.670","23670","2"
904,"8","1","17","14:30:07","22.056","22056","2"
904,"807","1","17","14:30:13","22.355","22355","2"
904,"18","1","17","14:30:19","21.810","21810","2"
904,"16","1","17","14:30:29","28.013","28013","2"
904,"820","1","17","14:30:46","24.337","24337","3"
906,"8","1","17","14:31:08","23.925","23925","2"
916,"8","1","17","14:36:16","24.131","24131","3"
927,"20","1","17","15:35:47","23.996","23996","2"
927,"815","1","17","15:36:31","25.268","25268","2"
928,"833","1","17","14:34:51","25.938","25938","2"
929,"8","1","17","18:32:23","24.773","24773","2"
929,"815","1","17","18:32:51","25.573","25573","2"
930,"8","1","17","14:30:09","22.623","22623","2"
930,"833","1","17","14:31:33","24.631","24631","3"
931,"154","1","17","14:26:21","25.077","25077","1"
932,"813","1","17","14:25:56","23.660","23660","1"
942,"18","1","17","14:38:36","27.286","27286","3"
948,"822","1","17","16:34:32","21.376","21376","2"
951,"1","1","17","15:35:21","30.001","30001","1"
951,"154","1","17","15:35:49","31.420","31420","1"
954,"4","1","17","14:26:24","27.952","27952","1"
954,"154","1","17","14:26:26","23.680","23680","3"
954,"826","1","17","14:26:28","23.000","23000","2"
958,"3","1","17","14:27:51","21.233","21233","2"
958,"828","1","17","14:28:54","23.873","23873","3"
959,"154","1","17","14:26:51","20.301","20301","2"
965,"828","1","17","14:34:12","25.229","25229","1"
965,"839","1","17","14:34:34","25.216","25216","3"
966,"1","1","17","13:28:16","21.709","21709","1"
966,"18","1","17","13:28:57","22.438","22438","1"
969,"1","1","17","16:31:40","21.709","21709","1"
969,"815","1","17","16:32:20","22.045","22045","1"
975,"8","1","17","14:28:23","23.500","23500","2"
981,"840","1","17","14:28:09","26.131","26131","1"
984,"13","1","17","14:33:15","22.956","22956","1"
985,"826","1","17","14:32:52","24.883","24883","1"
988,"807","1","17","17:33:10","29.724","29724","1"
991,"830","1","17","14:41:50","22.715","22715","2"
991,"817","1","17","14:41:56","23.042","23042","2"
992,"838","1","17","16:49:58","21.103","21103","4"
993,"20","1","17","15:41:29","22.054","22054","2"
994,"817","1","17","15:34:32","24.542","24542","1"
994,"8","1","17","15:34:47","24.263","24263","1"
994,"822","1","17","15:35:01","24.020","24020","1"
994,"828","1","17","15:35:35","24.291","24291","1"
994,"825","1","17","15:35:35","24.237","24237","1"
995,"817","1","17","14:37:31","23.279","23279","1"
998,"830","1","17","14:39:53","28.458","28458","2"
998,"832","1","17","14:40:28","29.074","29074","2"
1003,"830","1","17","20:47:19","29.681","29681","1"
1003,"815","1","17","20:47:51","29.978","29978","3"
1005,"8","1","17","14:43:53","22.781","22781","1"
1007,"20","1","17","13:36:37","22.658","22658","2"
1007,"8","1","17","13:36:57","22.017","22017","1"
1008,"840","1","17","15:35:13","24.608","24608","2"
1009,"830","1","17","17:47:44","21.057","21057","1"
1012,"830","1","17","14:42:01","23.223","23223","2"
1017,"842","1","17","15:41:13","30.228","30228","1"
1019,"8","1","17","14:39:34","28.364","28364","1"
1026,"822","1","17","14:40:21","23.000","23000","2"
1026,"825","1","17","14:41:19","24.156","24156","2"
1028,"841","1","17","13:43:05","25.230","25230","2"
1029,"815","1","17","14:34:32","23.079","23079","2"
1035,"154","1","17","14:40:00","29.377","29377","2"
1036,"848","1","17","15:37:35","21.663","21663","2"
1038,"844","1","17","15:38:12","24.344","24344","1"
1040,"154","1","17","14:48:03","30.054","30054","2"
1040,"849","1","17","14:48:20","29.862","29862","1"
1041,"826","1","17","14:41:05","30.826","30826","2"
1043,"832","1","17","13:36:15","29.950","29950","2"
1052,"830","1","17","18:36:54","24.767","24767","2"
1059,"822","1","17","15:31:34","30.572","30572","1"
1059,"832","1","17","15:32:00","30.534","30534","1"
1059,"842","1","17","15:32:01","30.781","30781","1"
1059,"847","1","17","15:32:17","30.092","30092","1"
1060,"20","1","17","15:24:54","21.086","21086","2"
1069,"20","1","17","14:33:24","24.977","24977","2"
1051,"830","1","17","17:29:03","25.300","25300","3"
1051,"847","1","17","17:30:00","26.121","26121","2"
1073,"846","1","17","17:29:04","21.380","21380","2"
1073,"841","1","17","17:29:20","22.283","22283","1"
901,"807","1","16","16:33:07","25.336","25336","2"
902,"815","1","16","18:31:38","24.697","24697","2"
902,"20","1","16","18:31:48","24.964","24964","2"
904,"4","1","16","14:28:34","21.970","21970","3"
904,"818","1","16","14:28:57","22.976","22976","1"
906,"4","1","16","14:29:44","23.932","23932","2"
909,"16","1","16","14:26:55","20.031","20031","3"
909,"820","1","16","14:27:18","23.883","23883","3"
913,"820","1","16","20:36:06","30.751","30751","3"
916,"1","1","16","14:34:07","24.368","24368","2"
916,"4","1","16","14:34:26","24.601","24601","2"
916,"154","1","16","14:34:33","24.688","24688","2"
917,"807","1","16","14:24:01","23.554","23554","3"
926,"8","1","16","16:31:07","27.465","27465","2"
928,"829","1","16","14:32:55","24.132","24132","2"
930,"829","1","16","14:29:49","24.687","24687","3"
936,"815","1","16","14:30:25","22.068","22068","5"
936,"828","1","16","14:30:36","23.005","23005","5"
937,"829","1","16","14:39:34","23.826","23826","2"
940,"1","1","16","14:30:13","22.750","22750","2"
942,"828","1","16","14:36:37","29.728","29728","2"
948,"8","1","16","16:32:03","22.508","22508","2"
948,"1","1","16","16:32:16","21.940","21940","2"
948,"807","1","16","16:32:30","22.167","22167","2"
948,"815","1","16","16:32:37","24.719","24719","2"
949,"826","1","16","18:30:45","24.419","24419","3"
950,"4","1","16","14:34:30","22.874","22874","2"
951,"822","1","16","15:33:39","29.841","29841","1"
951,"825","1","16","15:34:05","30.585","30585","1"
952,"821","1","16","14:29:51","23.206","23206","2"
953,"821","1","16","14:31:01","26.044","26044","2"
955,"815","1","16","17:33:39","20.614","20614","1"
955,"828","1","16","17:34:12","21.083","21083","2"
958,"1","1","16","14:26:24","21.441","21441","2"
958,"830","1","16","14:26:36","22.389","22389","2"
958,"832","1","16","14:26:49","22.960","22960","2"
958,"822","1","16","14:26:54","21.704","21704","2"
959,"828","1","16","14:25:46","20.148","20148","2"
961,"20","1","16","14:26:54","25.472","25472","2"
961,"817","1","16","14:27:03","23.745","23745","2"
961,"13","1","16","14:27:13","23.940","23940","2"
961,"836","1","16","14:27:29","25.962","25962","1"
961,"821","1","16","14:27:38","25.150","25150","2"
966,"4","1","16","13:27:27","22.461","22461","2"
969,"4","1","16","16:31:00","22.484","22484","1"
969,"807","1","16","16:31:01","23.130","23130","2"
973,"839","1","16","14:26:51","22.616","22616","2"
974,"815","1","16","14:23:49","31.313","31313","3"
981,"839","1","16","14:26:42","24.432","24432","1"
985,"20","1","16","14:30:37","24.300","24300","2"
985,"154","1","16","14:31:15","24.897","24897","1"
988,"815","1","16","17:31:34","21.869","21869","1"
990,"832","1","16","18:40:52","25.768","25768","2"
991,"154","1","16","14:40:41","22.981","22981","2"
994,"20","1","16","15:33:21","23.964","23964","1"
994,"832","1","16","15:34:04","24.874","24874","1"
995,"830","1","16","14:36:13","23.137","23137","1"
995,"1","1","16","14:36:16","23.335","23335","1"
1003,"822","1","16","20:45:39","28.542","28542","1"
1003,"154","1","16","20:46:12","29.517","29517","1"
1007,"828","1","16","13:36:10","31.406","31406","1"
1008,"845","1","16","15:33:56","23.273","23273","1"
1009,"822","1","16","17:45:52","21.600","21600","2"
1011,"841","1","16","18:40:11","27.725","27725","2"
1016,"807","1","16","14:33:51","24.030","24030","1"
1017,"817","1","16","15:39:36","31.031","31031","1"
1017,"825","1","16","15:39:52","30.832","30832","1"
1019,"822","1","16","14:37:23","28.493","28493","2"
1021,"847","1","16","15:35:47","21.333","21333","1"
1021,"840","1","16","15:35:49","22.085","22085","2"
1022,"154","1","16","15:46:59","22.912","22912","1"
1025,"807","1","16","14:43:01","34.264","34264","2"
1026,"20","1","16","14:38:55","24.032","24032","2"
1026,"154","1","16","14:39:43","23.478","23478","1"
1038,"849","1","16","15:36:53","26.335","26335","2"
1040,"1","1","16","14:45:50","41.352","41352","1"
1040,"841","1","16","14:46:23","29.767","29767","1"
1041,"1","1","16","14:37:59","23.983","23983","2"
1041,"830","1","16","14:38:04","22.106","22106","2"
1041,"817","1","16","14:38:37","22.159","22159","2"
1052,"822","1","16","18:35:24","24.262","24262","3"
1059,"817","1","16","15:30:21","29.951","29951","1"
1070,"841","1","16","13:28:00","22.205","22205","1"
907,"818","1","8","14:13:14","22.232","22232","2"
910,"18","1","8","14:17:29","26.737","26737","3"
910,"817","1","8","14:17:30","22.205","22205","3"
910,"807","1","8","14:17:33","24.040","24040","1"
910,"13","1","8","14:17:38","22.851","22851","3"
910,"818","1","8","14:17:39","23.809","23809","2"
910,"815","1","8","14:17:44","25.535","25535","1"
910,"821","1","8","14:17:46","24.050","24050","1"
910,"16","1","8","14:17:48","31.956","31956","2"
910,"1","1","8","14:17:49","23.800","23800","2"
910,"8","1","8","14:17:51","23.214","23214","2"
910,"154","1","8","14:17:53","23.979","23979","1"
910,"826","1","8","14:17:58","23.423","23423","2"
910,"155","1","8","14:18:04","34.086","34086","1"
910,"820","1","8","14:18:13","24.625","24625","2"
910,"813","1","8","14:18:14","22.376","22376","3"
911,"3","1","8","14:19:40","29.997","29997","3"
911,"8","1","8","14:19:44","22.858","22858","2"
913,"16","1","8","20:19:52","29.887","29887","3"
917,"1","1","8","14:13:27","23.351","23351","3"
917,"821","1","8","14:13:43","23.661","23661","3"
917,"8","1","8","14:13:44","23.427","23427","2"
937,"815","1","8","14:22:36","23.562","23562","2"
937,"822","1","8","14:22:46","23.319","23319","3"
937,"4","1","8","14:23:03","22.973","22973","3"
940,"826","1","8","14:17:26","23.316","23316","3"
943,"822","1","8","13:14:42","22.957","22957","2"
945,"822","1","8","17:18:12","24.485","24485","3"
945,"830","1","8","17:18:16","22.309","22309","3"
945,"18","1","8","17:18:18","23.722","23722","2"
948,"832","1","8","16:19:48","22.414","22414","3"
949,"822","1","8","18:17:05","24.944","24944","3"
949,"821","1","8","18:17:13","32.793","32793","1"
952,"13","1","8","14:17:31","21.384","21384","3"
953,"18","1","8","14:17:20","25.766","25766","2"
953,"831","1","8","14:17:30","28.242","28242","3"
955,"8","1","8","17:18:49","20.593","20593","1"
955,"821","1","8","17:19:20","29.227","29227","2"
956,"807","1","8","14:12:55","22.601","22601","5"
956,"4","1","8","14:13:00","21.924","21924","4"
959,"815","1","8","14:14:25","19.233","19233","3"
965,"817","1","8","14:17:32","23.956","23956","2"
965,"8","1","8","14:17:35","23.989","23989","3"
967,"18","1","8","14:26:08","24.192","24192","5"
968,"3","1","8","17:17:48","23.753","23753","2"
968,"20","1","8","17:17:54","21.711","21711","2"
968,"807","1","8","17:17:59","21.834","21834","2"
968,"13","1","8","17:18:07","21.775","21775","2"
968,"826","1","8","17:18:19","21.896","21896","1"
968,"821","1","8","17:18:19","22.032","22032","2"
971,"840","1","8","18:16:59","24.915","24915","1"
980,"835","1","8","14:19:01","26.202","26202","2"
980,"828","1","8","14:19:07","23.999","23999","3"
985,"843","1","8","14:17:38","24.400","24400","2"
1004,"154","1","8","14:27:27","30.469","30469","1"
1011,"815","1","8","18:26:49","27.136","27136","2"
1012,"154","1","8","14:27:26","23.261","23261","2"
1013,"807","1","8","16:28:49","21.325","21325","2"
1016,"817","1","8","14:23:27","23.927","23927","1"
1016,"9","1","8","14:24:00","25.210","25210","2"
1020,"825","1","8","15:34:19","21.106","21106","6"
1029,"817","1","8","14:23:15","30.760","30760","2"
1030,"846","1","8","17:27:40","22.974","22974","1"
1030,"841","1","8","17:27:52","21.977","21977","2"
1035,"847","1","8","14:25:59","28.391","28391","3"
1044,"20","1","8","13:28:57","24.022","24022","2"
1044,"1","1","8","13:29:04","23.860","23860","1"
1044,"8","1","8","13:29:23","30.765","30765","3"
1044,"825","1","8","13:29:27","24.552","24552","2"
1044,"841","1","8","13:29:38","25.432","25432","1"
1044,"826","1","8","13:29:42","23.417","23417","1"
1044,"154","1","8","13:29:52","26.686","26686","2"
1044,"849","1","8","13:30:54","24.738","24738","2"
1055,"841","1","8","15:15:06","54.673","54673","2"
1057,"854","1","8","16:19:00","22.440","22440","5"
1064,"815","1","8","15:13:52","19.287","19287","2"
1069,"841","1","8","14:17:44","23.993","23993","2"
905,"18","1","25","14:38:59","25.992","25992","1"
905,"821","1","25","14:39:10","25.906","25906","1"
905,"155","1","25","14:39:30","25.421","25421","2"
905,"824","1","25","14:39:30","32.658","32658","1"
905,"828","1","25","14:40:02","28.091","28091","2"
908,"4","1","25","14:46:13","34.410","34410","1"
912,"1","1","25","14:41:07","24.453","24453","1"
915,"4","1","25","15:47:40","35.112","35112","1"
915,"815","1","25","15:48:06","29.876","29876","1"
926,"1","1","25","16:44:32","22.295","22295","1"
926,"831","1","25","16:45:12","22.933","22933","1"
933,"807","1","25","14:37:53","21.685","21685","1"
933,"832","1","25","14:38:02","27.638","27638","1"
938,"20","1","25","14:40:24","24.340","24340","1"
938,"18","1","25","14:41:32","24.310","24310","1"
943,"830","1","25","13:38:51","22.985","22985","2"
944,"813","1","25","14:36:04","24.115","24115","2"
958,"13","1","25","14:40:31","21.793","21793","2"
959,"821","1","25","14:38:07","20.099","20099","2"
961,"1","1","25","14:40:05","23.633","23633","1"
964,"835","1","25","14:45:55","23.452","23452","1"
964,"825","1","25","14:46:04","23.072","23072","1"
964,"831","1","25","14:46:10","25.131","25131","1"
969,"822","1","25","16:43:42","21.440","21440","1"
969,"830","1","25","16:43:56","22.208","22208","1"
975,"840","1","25","14:39:14","22.790","22790","1"
978,"1","1","25","13:47:14","27.733","27733","1"
978,"13","1","25","13:48:18","27.583","27583","1"
981,"835","1","25","14:40:16","31.008","31008","1"
984,"817","1","25","14:45:43","23.796","23796","1"
984,"4","1","25","14:46:28","24.636","24636","1"
985,"838","1","25","14:46:48","23.578","23578","1"
989,"838","1","25","16:51:17","22.474","22474","1"
989,"822","1","25","16:51:21","21.664","21664","1"
989,"840","1","25","16:51:46","25.504","25504","2"
993,"1","1","25","15:52:11","22.085","22085","1"
993,"832","1","25","15:53:03","22.409","22409","1"
996,"830","1","25","16:57:59","24.395","24395","1"
997,"1","1","25","15:42:08","21.245","21245","2"
998,"1","1","25","14:52:37","28.982","28982","1"
998,"825","1","25","14:53:08","28.450","28450","1"
999,"20","1","25","15:45:48","18.657","18657","1"
999,"839","1","25","15:46:55","19.570","19570","1"
1000,"1","1","25","15:47:53","21.480","21480","1"
1000,"832","1","25","15:48:47","21.914","21914","1"
1006,"815","1","25","13:57:18","25.723","25723","1"
1008,"832","1","25","15:45:06","23.939","23939","2"
1010,"830","1","25","16:50:47","21.157","21157","1"
1012,"8","1","25","14:55:54","23.888","23888","1"
1013,"847","1","25","17:00:30","20.475","20475","2"
1014,"844","1","25","15:47:53","23.646","23646","2"
1014,"848","1","25","15:48:27","23.591","23591","2"
1017,"20","1","25","15:53:36","30.044","30044","2"
1017,"848","1","25","15:54:23","30.279","30279","1"
1017,"847","1","25","15:55:03","31.950","31950","2"
1018,"846","1","25","15:42:23","21.547","21547","1"
1018,"842","1","25","15:42:27","22.239","22239","1"
1018,"840","1","25","15:42:36","21.982","21982","1"
1021,"830","1","25","15:46:59","21.705","21705","2"
1022,"825","1","25","16:04:08","22.584","22584","1"
1026,"847","1","25","14:54:38","23.792","23792","1"
1029,"20","1","25","14:43:54","23.039","23039","2"
1030,"830","1","25","17:56:36","21.023","21023","1"
1031,"841","1","25","15:42:49","23.659","23659","3"
1031,"847","1","25","15:42:53","21.417","21417","1"
1040,"830","1","25","15:00:57","28.748","28748","1"
1042,"826","1","25","13:48:37","27.211","27211","2"
1053,"852","1","25","15:46:39","30.696","30696","3"
1055,"817","1","25","15:40:16","22.406","22406","2"
1058,"847","1","25","15:33:03","37.309","37309","2"
1065,"1","1","25","15:39:44","25.619","25619","1"
1065,"840","1","25","15:40:09","24.846","24846","1"
1065,"4","1","25","15:40:14","24.797","24797","1"
1051,"846","1","25","17:41:32","25.319","25319","2"
907,"18","1","27","14:37:01","21.505","21505","2"
908,"825","1","27","14:49:39","28.745","28745","1"
908,"818","1","27","14:50:07","30.218","30218","1"
912,"824","1","27","14:45:35","26.641","26641","1"
915,"1","1","27","15:50:40","30.503","30503","1"
915,"828","1","27","15:52:14","31.020","31020","2"
918,"817","1","27","17:52:58","21.747","21747","2"
926,"18","1","27","16:49:15","23.353","23353","1"
932,"154","1","27","14:39:08","24.292","24292","1"
932,"826","1","27","14:39:23","23.681","23681","1"
932,"832","1","27","14:39:37","24.277","24277","1"
938,"826","1","27","14:44:11","23.884","23884","1"
938,"833","1","27","14:45:21","26.435","26435","1"
943,"834","1","27","13:43:29","25.367","25367","2"
956,"837","1","27","14:36:58","23.326","23326","4"
958,"815","1","27","14:43:00","22.689","22689","2"
972,"822","1","27","15:53:23","29.356","29356","1"
972,"815","1","27","15:54:17","29.868","29868","1"
983,"830","1","27","15:47:09","23.652","23652","1"
983,"20","1","27","15:47:42","23.695","23695","1"
991,"8","1","27","14:58:28","22.913","22913","1"
997,"815","1","27","15:45:05","22.863","22863","1"
999,"840","1","27","15:49:46","19.476","19476","2"
1003,"817","1","27","21:05:14","28.779","28779","1"
1006,"843","1","27","14:00:53","23.819","23819","1"
1008,"20","1","27","15:47:00","22.551","22551","2"
1009,"4","1","27","18:06:10","21.726","21726","1"
1010,"840","1","27","16:54:21","22.471","22471","1"
1010,"841","1","27","16:54:58","27.172","27172","1"
1014,"1","1","27","15:50:16","22.265","22265","2"
1015,"842","1","27","15:50:18","24.161","24161","2"
1018,"847","1","27","15:45:22","22.772","22772","1"
1021,"844","1","27","15:50:09","21.575","21575","1"
1023,"822","1","27","15:51:41","23.700","23700","1"
1023,"832","1","27","15:52:12","27.010","27010","1"
1025,"825","1","27","15:01:41","30.509","30509","1"
1025,"840","1","27","15:01:45","30.168","30168","1"
1025,"826","1","27","15:01:53","30.753","30753","2"
1025,"847","1","27","15:02:17","29.857","29857","1"
1026,"826","1","27","14:57:31","23.293","23293","1"
1028,"807","1","27","14:00:05","24.245","24245","2"
1029,"846","1","27","14:47:00","23.381","23381","2"
1029,"807","1","27","14:47:09","23.344","23344","3"
1029,"825","1","27","14:47:22","23.891","23891","2"
1032,"1","1","27","15:45:28","21.729","21729","1"
1036,"840","1","27","15:51:47","22.351","22351","2"
1042,"20","1","27","13:51:14","26.666","26666","1"
1043,"815","1","27","13:49:28","29.985","29985","2"
1043,"825","1","27","13:50:01","30.708","30708","1"
1046,"826","1","27","20:42:12","24.101","24101","2"
1046,"849","1","27","20:42:32","24.297","24297","1"
1047,"841","1","27","18:03:41","21.480","21480","1"
1053,"830","1","27","15:47:59","29.809","29809","2"
1053,"832","1","27","15:48:51","30.856","30856","2"
1053,"817","1","27","15:48:57","34.340","34340","2"
1053,"840","1","27","15:49:16","31.138","31138","3"
1053,"841","1","27","15:49:32","32.299","32299","4"
1055,"815","1","27","15:43:06","22.382","22382","2"
1058,"822","1","27","15:34:56","21.752","21752","1"
1058,"4","1","27","15:35:25","21.131","21131","1"
1058,"20","1","27","15:35:28","21.546","21546","1"
1060,"853","1","27","15:37:15","22.000","22000","2"
1064,"841","1","27","15:38:13","19.049","19049","2"
1064,"847","1","27","15:38:14","18.634","18634","2"
1064,"840","1","27","15:38:17","19.389","19389","1"
1051,"832","1","27","17:44:36","25.639","25639","1"
1051,"844","1","27","17:44:46","25.799","25799","1"
902,"1","1","19","18:36:24","24.687","24687","2"
902,"813","1","19","18:37:12","25.395","25395","4"
904,"825","1","19","14:33:31","21.894","21894","2"
906,"1","1","19","14:33:29","24.417","24417","2"
912,"815","1","19","14:32:34","24.938","24938","1"
912,"807","1","19","14:32:44","25.547","25547","1"
928,"832","1","19","14:37:55","23.795","23795","2"
929,"829","1","19","18:37:18","26.103","26103","2"
930,"815","1","19","14:33:59","22.468","22468","2"
934,"1","1","19","13:36:43","28.417","28417","2"
934,"807","1","19","13:36:56","28.558","28558","2"
936,"1","1","19","14:34:42","23.146","23146","6"
938,"13","1","19","14:31:39","25.207","25207","1"
942,"817","1","19","14:41:45","24.449","24449","3"
942,"3","1","19","14:41:53","24.640","24640","2"
942,"826","1","19","14:41:54","24.638","24638","2"
942,"815","1","19","14:42:04","26.458","26458","2"
942,"8","1","19","14:42:09","24.733","24733","2"
942,"832","1","19","14:42:10","25.259","25259","3"
942,"807","1","19","14:42:11","27.344","27344","2"
950,"13","1","19","14:39:36","22.124","22124","2"
950,"821","1","19","14:39:57","23.878","23878","3"
955,"822","1","19","17:39:20","19.732","19732","1"
964,"18","1","19","14:36:02","24.375","24375","2"
966,"822","1","19","13:31:31","22.396","22396","1"
973,"154","1","19","14:31:26","22.866","22866","2"
975,"815","1","19","14:30:56","23.229","23229","1"
978,"830","1","19","13:38:17","29.147","29147","2"
980,"832","1","19","14:39:43","24.095","24095","2"
981,"826","1","19","14:31:23","25.826","25826","1"
984,"825","1","19","14:36:33","23.065","23065","1"
985,"1","1","19","14:35:36","23.402","23402","1"
985,"832","1","19","14:36:13","24.525","24525","1"
986,"807","1","19","13:29:17","22.587","22587","1"
988,"817","1","19","17:36:18","23.477","23477","1"
989,"1","1","19","16:41:30","21.821","21821","1"
990,"8","1","19","18:45:09","25.018","25018","1"
991,"822","1","19","14:45:02","22.097","22097","1"
993,"822","1","19","15:44:12","23.213","23213","1"
994,"4","1","19","15:37:54","24.241","24241","1"
995,"844","1","19","14:40:26","23.666","23666","1"
998,"839","1","19","14:43:35","29.410","29410","1"
1008,"1","1","19","15:36:57","22.641","22641","1"
1012,"842","1","19","14:45:31","22.301","22301","3"
1012,"848","1","19","14:46:02","23.215","23215","1"
1014,"20","1","19","15:39:39","23.746","23746","2"
1017,"832","1","19","15:44:20","29.920","29920","1"
1018,"9","1","19","15:36:00","21.525","21525","1"
1021,"154","1","19","15:39:45","22.035","22035","1"
1022,"846","1","19","15:52:24","23.182","23182","1"
1023,"1","1","19","15:40:19","23.912","23912","2"
1023,"8","1","19","15:41:10","32.393","32393","2"
1024,"20","1","19","20:48:19","29.384","29384","1"
1024,"830","1","19","20:48:22","28.846","28846","1"
1026,"807","1","19","14:44:14","24.132","24132","1"
1026,"815","1","19","14:44:18","22.880","22880","2"
1028,"846","1","19","13:46:03","24.678","24678","2"
1028,"842","1","19","13:46:08","24.195","24195","2"
1035,"826","1","19","14:43:00","28.036","28036","2"
1036,"847","1","19","15:40:50","22.708","22708","2"
1038,"842","1","19","15:40:55","24.096","24096","2"
1040,"825","1","19","14:51:23","30.188","30188","1"
1042,"848","1","19","13:40:09","26.287","26287","2"
1043,"822","1","19","13:38:22","29.600","29600","2"
1059,"1","1","19","15:34:46","30.263","30263","1"
1051,"815","1","19","17:32:28","25.419","25419","2"
1073,"832","1","19","17:31:59","22.213","22213","1"
900,"828","1","23","17:48:18","23.238","23238","1"
904,"155","1","23","14:40:18","22.789","22789","1"
908,"16","1","23","14:43:21","29.956","29956","1"
912,"13","1","23","14:38:19","24.323","24323","1"
915,"818","1","23","15:44:29","30.272","30272","1"
926,"817","1","23","16:42:09","22.535","22535","1"
932,"817","1","23","14:34:08","23.997","23997","1"
933,"154","1","23","14:35:38","22.016","22016","1"
934,"828","1","23","13:43:56","29.598","29598","4"
938,"815","1","23","14:37:46","24.281","24281","1"
945,"20","1","23","17:45:22","21.795","21795","2"
945,"154","1","23","17:45:39","22.203","22203","2"
945,"829","1","23","17:47:03","22.913","22913","2"
953,"817","1","23","14:41:40","25.054","25054","2"
954,"822","1","23","14:33:59","22.184","22184","1"
961,"832","1","23","14:38:06","25.301","25301","2"
961,"828","1","23","14:38:08","25.145","25145","1"
969,"20","1","23","16:40:32","21.988","21988","1"
975,"822","1","23","14:35:53","22.946","22946","1"
